sex,marital_status,age,education,income,occupation,settlement_size,cluster_labels
female,non_single,31,high_school,156700,skilled,mid_size_city,1
female,non_single,23,high_school,86488,unemployed,small_city,0
male,single,38,high_school,147472,skilled,small_city,1
female,non_single,26,high_school,169991,management,small_city,1
female,non_single,22,high_school,62381,unemployed,small_city,0
male,single,27,unknown,70926,unemployed,small_city,0
female,non_single,24,high_school,113004,skilled,mid_size_city,0
female,non_single,27,high_school,125760,skilled,small_city,0
female,non_single,33,high_school,111918,skilled,big_city,1
male,non_single,27,high_school,120674,skilled,mid_size_city,0
male,non_single,27,high_school,63597,unemployed,small_city,0
male,single,30,unknown,103069,skilled,mid_size_city,1
male,single,49,high_school,108079,unemployed,small_city,0
female,non_single,26,high_school,101159,skilled,mid_size_city,0
male,single,33,high_school,88211,unemployed,small_city,0
female,non_single,52,university,159052,management,mid_size_city,2
female,non_single,20,high_school,102623,skilled,big_city,1
male,single,36,high_school,115589,skilled,small_city,1
male,single,21,unknown,59127,unemployed,small_city,0
male,non_single,47,university,82240,unemployed,small_city,2
male,single,60,university,129425,skilled,mid_size_city,2
female,non_single,58,university,87058,unemployed,small_city,2
female,non_single,42,university,128462,skilled,big_city,2
female,non_single,36,high_school,121403,unemployed,small_city,0
female,non_single,20,high_school,88141,unemployed,small_city,0
male,single,40,high_school,134946,management,big_city,1
female,non_single,32,high_school,94058,unemployed,small_city,0
female,non_single,23,high_school,99285,skilled,mid_size_city,0
male,single,36,high_school,108432,unemployed,small_city,0
male,single,31,unknown,111369,skilled,small_city,0
male,single,32,unknown,122612,skilled,big_city,1
female,non_single,45,university,134350,skilled,small_city,2
female,non_single,30,high_school,108838,skilled,big_city,1
female,non_single,34,high_school,90852,unemployed,small_city,0
female,non_single,28,high_school,151580,management,big_city,1
female,non_single,23,high_school,115681,skilled,mid_size_city,0
male,single,22,unknown,131699,skilled,mid_size_city,1
male,single,74,university,192481,management,mid_size_city,2
female,non_single,50,university,155122,skilled,big_city,2
male,single,33,high_school,106015,skilled,big_city,1
male,single,45,high_school,108378,skilled,small_city,1
female,non_single,22,high_school,105257,skilled,mid_size_city,0
female,non_single,48,university,118788,unemployed,small_city,2
female,non_single,29,high_school,162955,skilled,big_city,1
female,non_single,22,high_school,119511,skilled,big_city,1
female,non_single,22,high_school,102000,skilled,small_city,0
male,single,48,high_school,254449,management,mid_size_city,3
male,single,27,unknown,208446,management,big_city,3
male,single,37,high_school,124805,skilled,small_city,1
female,non_single,21,high_school,139379,skilled,small_city,0
male,non_single,49,university,78296,unemployed,small_city,2
male,single,27,unknown,125598,skilled,mid_size_city,1
male,single,32,unknown,100215,skilled,big_city,1
male,non_single,38,high_school,130951,skilled,big_city,1
female,non_single,22,high_school,102480,skilled,big_city,1
male,single,65,university,136812,skilled,mid_size_city,2
male,single,35,high_school,106919,skilled,mid_size_city,1
male,single,41,high_school,131020,skilled,big_city,1
male,single,29,unknown,119429,skilled,mid_size_city,1
male,single,36,high_school,154521,skilled,mid_size_city,1
male,single,64,university,117842,unemployed,small_city,2
female,non_single,28,high_school,124566,skilled,big_city,1
male,single,44,high_school,110009,skilled,big_city,1
male,single,23,unknown,101210,skilled,mid_size_city,1
female,non_single,19,high_school,101258,skilled,small_city,0
female,non_single,25,high_school,79045,unemployed,small_city,0
male,single,47,high_school,110866,skilled,small_city,1
female,non_single,28,high_school,129640,skilled,big_city,1
male,single,21,unknown,227021,skilled,mid_size_city,3
female,non_single,34,high_school,108549,skilled,mid_size_city,0
male,single,26,unknown,122693,skilled,small_city,0
female,non_single,27,high_school,35832,unemployed,small_city,0
male,single,38,high_school,81870,unemployed,small_city,0
male,single,40,high_school,179790,management,big_city,3
male,non_single,33,high_school,107158,skilled,mid_size_city,0
male,non_single,32,high_school,136638,management,mid_size_city,1
male,single,27,unknown,158147,skilled,big_city,1
male,non_single,32,high_school,132587,skilled,big_city,1
female,non_single,26,high_school,128140,skilled,big_city,1
male,single,38,high_school,117405,skilled,mid_size_city,1
male,single,40,high_school,68475,unemployed,small_city,0
male,single,50,high_school,201656,management,big_city,3
male,single,37,high_school,86967,unemployed,small_city,0
male,single,45,high_school,118006,skilled,mid_size_city,1
male,single,42,high_school,223630,management,big_city,3
male,single,35,high_school,110442,skilled,small_city,1
male,single,22,unknown,115691,skilled,big_city,1
male,single,41,high_school,80232,unemployed,small_city,0
male,single,37,high_school,187647,skilled,mid_size_city,1
female,non_single,28,high_school,138952,skilled,mid_size_city,1
male,single,41,high_school,162772,skilled,big_city,1
male,non_single,23,high_school,111862,skilled,mid_size_city,0
male,non_single,23,high_school,90051,skilled,mid_size_city,0
male,single,50,high_school,121400,skilled,mid_size_city,1
male,single,35,high_school,137000,management,big_city,1
female,non_single,50,university,105031,unemployed,small_city,2
male,single,27,unknown,172153,management,big_city,3
male,single,34,high_school,170184,skilled,mid_size_city,1
female,non_single,27,high_school,123279,skilled,mid_size_city,0
male,single,43,high_school,140795,skilled,small_city,1
male,single,47,high_school,144456,skilled,small_city,1
male,single,27,unknown,104773,unemployed,small_city,0
male,single,31,unknown,153353,skilled,mid_size_city,1
male,single,42,high_school,223018,management,mid_size_city,3
male,non_single,24,high_school,129177,skilled,big_city,1
male,single,41,high_school,114475,unemployed,mid_size_city,1
female,non_single,26,high_school,161323,management,mid_size_city,1
male,single,33,high_school,135765,skilled,big_city,1
male,non_single,24,high_school,158421,skilled,small_city,0
male,single,64,university,103941,unemployed,small_city,2
female,non_single,26,high_school,101783,skilled,big_city,1
female,non_single,56,university,126531,skilled,mid_size_city,2
male,single,37,high_school,111394,skilled,mid_size_city,1
male,non_single,33,high_school,103577,skilled,big_city,1
male,non_single,47,university,149545,skilled,mid_size_city,2
male,single,31,unknown,171857,unemployed,small_city,0
male,single,34,high_school,149782,skilled,mid_size_city,1
male,single,27,unknown,112470,skilled,mid_size_city,1
male,single,30,unknown,133907,skilled,big_city,1
male,single,35,high_school,127849,skilled,mid_size_city,1
male,single,31,unknown,160279,skilled,big_city,1
male,non_single,25,high_school,92366,skilled,big_city,1
female,non_single,25,high_school,104794,unemployed,small_city,0
male,single,29,unknown,133436,skilled,mid_size_city,1
male,single,44,high_school,110374,unemployed,small_city,0
male,single,28,unknown,104263,skilled,mid_size_city,1
male,single,50,high_school,138752,skilled,small_city,1
male,single,29,unknown,102723,skilled,small_city,0
female,non_single,38,high_school,46297,unemployed,small_city,0
male,single,24,unknown,96425,skilled,mid_size_city,1
male,single,40,high_school,158197,management,mid_size_city,1
female,non_single,29,high_school,98008,unemployed,small_city,0
male,single,46,high_school,157473,skilled,small_city,1
female,non_single,47,university,149306,skilled,small_city,2
male,single,41,high_school,139236,skilled,mid_size_city,1
female,non_single,32,high_school,125890,skilled,big_city,1
female,non_single,35,high_school,173124,skilled,mid_size_city,1
male,single,24,unknown,164621,skilled,mid_size_city,1
female,non_single,25,high_school,124539,skilled,mid_size_city,0
female,non_single,25,high_school,107614,skilled,mid_size_city,0
male,single,37,high_school,88849,unemployed,small_city,0
male,single,32,unknown,148566,management,big_city,1
female,non_single,35,high_school,106515,skilled,big_city,1
male,single,46,high_school,150465,management,mid_size_city,1
male,single,25,unknown,60868,unemployed,small_city,0
male,single,27,unknown,255198,management,big_city,3
male,single,63,university,183178,skilled,mid_size_city,2
male,single,40,high_school,121448,skilled,big_city,1
male,single,32,unknown,129975,management,big_city,1
male,single,31,unknown,132950,skilled,big_city,1
male,non_single,31,high_school,169314,skilled,mid_size_city,1
male,single,34,high_school,147958,management,mid_size_city,1
female,non_single,24,high_school,139896,skilled,big_city,1
female,non_single,24,high_school,68028,unemployed,small_city,0
female,non_single,66,graduate_school,133328,unemployed,small_city,2
female,non_single,21,high_school,108518,skilled,big_city,1
female,non_single,41,university,112700,unemployed,small_city,2
male,non_single,47,university,110190,unemployed,small_city,2
female,non_single,25,high_school,105104,skilled,mid_size_city,0
female,non_single,59,university,184753,skilled,mid_size_city,2
male,non_single,36,high_school,162521,skilled,big_city,1
male,single,33,high_school,156794,skilled,mid_size_city,1
male,single,21,unknown,65827,unemployed,small_city,0
female,non_single,44,university,88490,unemployed,small_city,2
female,non_single,28,high_school,154919,skilled,big_city,1
female,non_single,37,high_school,129058,skilled,small_city,0
female,non_single,29,high_school,77532,unemployed,small_city,0
female,non_single,23,high_school,235417,management,big_city,1
male,single,35,high_school,113468,unemployed,small_city,0
male,single,45,high_school,190803,management,big_city,3
female,non_single,26,high_school,121423,unemployed,small_city,0
male,single,32,unknown,121347,skilled,mid_size_city,1
male,single,23,unknown,67408,unemployed,small_city,0
male,single,41,high_school,123043,skilled,mid_size_city,1
male,single,22,unknown,128387,skilled,big_city,1
male,single,30,unknown,250050,management,mid_size_city,3
male,single,28,unknown,69588,unemployed,small_city,0
female,non_single,23,high_school,109547,skilled,mid_size_city,0
female,non_single,37,high_school,78840,unemployed,small_city,0
male,single,26,unknown,131122,skilled,small_city,0
male,single,33,high_school,115403,skilled,mid_size_city,1
female,non_single,49,university,110291,skilled,big_city,2
female,non_single,23,high_school,64811,unemployed,small_city,0
female,non_single,23,high_school,86015,unemployed,small_city,0
female,non_single,25,high_school,142438,skilled,big_city,1
male,single,55,high_school,159303,skilled,mid_size_city,1
female,non_single,32,high_school,104957,skilled,mid_size_city,0
male,single,74,university,89502,unemployed,small_city,2
male,single,39,high_school,121313,skilled,mid_size_city,1
male,single,31,unknown,98102,skilled,small_city,0
male,single,35,high_school,94554,skilled,mid_size_city,1
female,non_single,59,university,162591,skilled,mid_size_city,2
female,non_single,24,high_school,106629,skilled,big_city,1
male,single,24,unknown,70400,unemployed,small_city,0
male,single,30,unknown,235660,management,big_city,3
male,non_single,27,high_school,121747,skilled,big_city,1
male,non_single,40,high_school,85060,unemployed,small_city,0
male,non_single,31,high_school,87630,unemployed,small_city,0
female,non_single,31,high_school,119673,skilled,small_city,0
male,single,28,unknown,126060,skilled,big_city,1
male,single,63,university,96145,unemployed,small_city,2
female,non_single,26,high_school,114830,skilled,small_city,0
female,non_single,25,high_school,194461,management,big_city,1
male,single,36,high_school,150158,management,big_city,1
male,single,52,high_school,136323,skilled,big_city,1
male,single,66,university,111858,unemployed,small_city,2
female,non_single,25,high_school,100198,skilled,small_city,0
male,single,37,high_school,123452,skilled,big_city,1
female,non_single,25,high_school,120723,skilled,mid_size_city,0
male,single,38,high_school,215639,management,mid_size_city,3
female,non_single,67,graduate_school,166712,skilled,mid_size_city,2
male,single,25,unknown,136300,skilled,mid_size_city,1
male,single,60,university,166988,skilled,big_city,2
male,single,31,unknown,77265,unemployed,small_city,0
female,non_single,23,high_school,85967,unemployed,small_city,0
male,non_single,60,university,212020,management,small_city,2
male,single,35,high_school,126054,unemployed,small_city,0
male,single,40,high_school,144589,skilled,small_city,1
male,single,38,high_school,116723,skilled,mid_size_city,1
male,single,50,high_school,168637,skilled,mid_size_city,1
male,single,27,unknown,139119,skilled,mid_size_city,1
female,non_single,39,university,118610,skilled,big_city,2
male,single,41,high_school,183312,management,big_city,3
male,non_single,27,high_school,96323,skilled,small_city,0
male,non_single,51,university,149510,skilled,big_city,2
male,single,32,unknown,141922,skilled,big_city,1
female,non_single,22,high_school,120233,skilled,small_city,0
male,single,51,high_school,172790,skilled,mid_size_city,1
female,non_single,22,high_school,66720,unemployed,small_city,0
male,non_single,54,university,113024,skilled,mid_size_city,2
male,single,35,high_school,51791,unemployed,small_city,0
male,single,54,high_school,118408,skilled,big_city,1
female,non_single,48,university,101616,unemployed,small_city,2
female,non_single,24,high_school,127250,skilled,small_city,0
male,single,35,high_school,97290,skilled,small_city,1
female,non_single,24,high_school,106970,unemployed,small_city,0
male,single,24,unknown,168147,skilled,big_city,1
male,non_single,26,high_school,68468,unemployed,small_city,0
male,single,65,university,120780,skilled,big_city,2
male,single,55,high_school,231992,management,big_city,3
female,non_single,26,high_school,53903,unemployed,small_city,0
male,non_single,26,high_school,101511,skilled,big_city,1
male,non_single,28,high_school,69046,unemployed,small_city,0
male,single,24,unknown,171584,skilled,mid_size_city,1
male,single,54,high_school,132367,skilled,big_city,1
male,single,46,high_school,134433,skilled,big_city,1
female,non_single,54,university,190518,skilled,small_city,2
male,non_single,62,university,152367,skilled,mid_size_city,2
female,non_single,24,high_school,101157,skilled,mid_size_city,0
male,non_single,43,university,279593,management,big_city,3
male,non_single,26,high_school,96716,skilled,big_city,1
male,non_single,27,high_school,95171,skilled,small_city,0
male,non_single,24,high_school,129162,skilled,big_city,1
male,single,41,high_school,118742,skilled,small_city,1
male,single,47,high_school,74511,unemployed,small_city,0
male,non_single,35,high_school,157272,management,mid_size_city,1
male,non_single,30,high_school,102374,skilled,small_city,0
female,non_single,33,high_school,131492,skilled,small_city,0
male,single,36,high_school,128702,skilled,big_city,1
male,single,47,high_school,177509,skilled,big_city,1
male,single,38,high_school,163451,skilled,mid_size_city,1
male,single,44,high_school,144900,skilled,mid_size_city,1
female,non_single,23,high_school,97115,skilled,big_city,1
male,single,29,unknown,196568,skilled,big_city,3
female,non_single,42,university,158405,skilled,small_city,2
female,non_single,25,high_school,97376,unemployed,small_city,0
male,single,48,high_school,108678,skilled,mid_size_city,1
female,non_single,21,high_school,92351,skilled,small_city,0
female,non_single,23,high_school,61211,unemployed,small_city,0
male,single,63,university,138644,skilled,small_city,2
male,non_single,46,university,124824,skilled,big_city,2
male,single,29,unknown,132852,skilled,small_city,0
male,single,28,unknown,81069,unemployed,small_city,0
female,non_single,23,high_school,104094,skilled,big_city,1
male,single,50,high_school,114853,skilled,small_city,1
male,single,47,high_school,130344,skilled,big_city,1
male,single,35,high_school,135090,skilled,small_city,1
male,single,68,university,179151,skilled,big_city,2
male,non_single,28,high_school,97390,skilled,mid_size_city,0
male,single,59,university,120160,skilled,small_city,2
male,single,57,university,82277,unemployed,small_city,2
male,non_single,33,high_school,110844,skilled,big_city,1
male,single,43,high_school,133105,skilled,small_city,1
male,single,35,high_school,102042,skilled,small_city,1
male,single,32,unknown,69370,unemployed,small_city,0
male,single,45,high_school,200298,skilled,mid_size_city,1
male,non_single,33,high_school,117039,skilled,big_city,1
female,non_single,40,university,107585,skilled,big_city,2
male,single,28,unknown,114429,skilled,small_city,0
female,non_single,29,high_school,128234,skilled,big_city,1
male,single,26,unknown,128580,skilled,big_city,1
male,single,27,unknown,177757,skilled,mid_size_city,1
male,non_single,28,high_school,106222,skilled,small_city,0
female,non_single,35,high_school,118428,skilled,big_city,1
male,single,32,unknown,139477,unemployed,small_city,0
male,single,25,unknown,71159,unemployed,small_city,0
female,non_single,20,high_school,131370,skilled,big_city,1
female,non_single,27,high_school,111567,skilled,big_city,1
male,single,42,high_school,125482,skilled,big_city,1
male,single,37,high_school,160642,skilled,big_city,1
female,non_single,24,high_school,92498,skilled,small_city,0
female,non_single,40,university,199711,skilled,big_city,2
male,single,46,high_school,127588,skilled,big_city,1
male,single,26,unknown,107508,skilled,big_city,1
female,non_single,24,high_school,94629,skilled,big_city,1
male,single,29,unknown,87598,unemployed,big_city,1
female,non_single,40,university,161194,skilled,mid_size_city,2
male,single,36,high_school,137342,management,big_city,1
male,single,28,unknown,116848,skilled,mid_size_city,1
male,single,27,unknown,125190,management,mid_size_city,1
male,single,36,high_school,153441,skilled,small_city,1
male,single,38,high_school,195328,management,big_city,3
male,non_single,48,university,190413,skilled,small_city,2
male,single,36,high_school,118656,skilled,mid_size_city,1
female,non_single,65,graduate_school,69487,unemployed,small_city,2
male,non_single,43,university,145313,skilled,mid_size_city,2
female,non_single,53,university,117005,skilled,mid_size_city,2
male,single,34,high_school,123243,skilled,mid_size_city,1
male,single,23,unknown,237799,skilled,mid_size_city,3
male,single,34,high_school,180617,management,big_city,3
male,single,40,high_school,167019,skilled,small_city,1
male,single,43,high_school,147745,management,big_city,1
male,single,46,high_school,114254,skilled,mid_size_city,1
male,single,38,high_school,81155,unemployed,small_city,0
male,single,34,high_school,151803,skilled,big_city,1
male,single,29,unknown,94356,skilled,big_city,1
male,single,31,unknown,200621,management,big_city,3
female,non_single,28,high_school,144448,management,mid_size_city,1
female,non_single,35,high_school,150797,skilled,small_city,0
female,non_single,33,high_school,84404,unemployed,small_city,0
male,single,42,high_school,133373,skilled,big_city,1
male,single,43,high_school,119502,skilled,big_city,1
male,non_single,44,university,131619,skilled,small_city,2
male,single,42,high_school,194084,skilled,big_city,1
male,non_single,40,high_school,108278,skilled,mid_size_city,1
male,single,36,high_school,130987,management,mid_size_city,1
male,single,20,unknown,116582,management,big_city,1
male,single,24,unknown,85270,unemployed,small_city,0
male,non_single,27,high_school,129227,skilled,small_city,0
female,non_single,46,university,108291,unemployed,small_city,2
female,non_single,33,high_school,103091,unemployed,small_city,0
female,non_single,34,high_school,136975,skilled,mid_size_city,1
female,non_single,25,high_school,111502,unemployed,small_city,0
female,non_single,25,high_school,124750,skilled,mid_size_city,0
male,non_single,28,high_school,146463,skilled,big_city,1
male,single,31,unknown,115075,skilled,small_city,0
female,non_single,32,high_school,308491,management,mid_size_city,3
male,single,32,unknown,126368,skilled,small_city,0
male,single,68,university,287247,management,big_city,3
male,non_single,33,high_school,125535,skilled,big_city,1
male,single,39,high_school,153223,management,big_city,1
female,non_single,28,high_school,106873,skilled,mid_size_city,0
male,single,37,high_school,268906,management,mid_size_city,3
female,non_single,22,high_school,97757,skilled,big_city,1
male,single,30,unknown,112151,skilled,mid_size_city,1
male,non_single,55,university,172909,skilled,small_city,2
male,single,46,high_school,103387,skilled,mid_size_city,1
female,non_single,21,high_school,93916,skilled,big_city,1
male,single,39,high_school,189963,skilled,big_city,1
male,single,58,university,124191,skilled,small_city,2
male,single,43,high_school,77205,unemployed,small_city,0
male,single,24,unknown,65917,unemployed,small_city,0
female,non_single,22,high_school,109676,skilled,small_city,0
male,single,30,unknown,95682,skilled,big_city,1
male,single,42,high_school,125516,skilled,big_city,1
female,non_single,23,high_school,99822,skilled,small_city,0
male,single,30,unknown,154854,management,mid_size_city,1
female,non_single,28,high_school,84582,unemployed,small_city,0
male,non_single,30,high_school,145800,management,small_city,1
male,single,42,high_school,162869,skilled,mid_size_city,1
male,single,46,high_school,192379,management,big_city,3
male,single,45,high_school,159757,management,big_city,1
male,single,31,unknown,69571,unemployed,small_city,0
male,single,31,unknown,93648,skilled,big_city,1
male,single,42,high_school,77472,unemployed,small_city,0
female,non_single,46,university,121501,skilled,small_city,2
female,non_single,30,high_school,207262,skilled,small_city,1
male,single,30,unknown,143082,skilled,big_city,1
male,single,38,high_school,147760,management,mid_size_city,1
male,non_single,43,university,82082,unemployed,small_city,2
male,single,31,unknown,132991,skilled,mid_size_city,1
male,non_single,40,high_school,78436,unemployed,small_city,0
male,single,24,unknown,99737,skilled,big_city,1
female,non_single,28,high_school,164915,skilled,small_city,1
female,non_single,26,high_school,223185,management,mid_size_city,1
female,non_single,29,high_school,108400,skilled,big_city,1
female,non_single,57,university,194882,management,mid_size_city,2
male,single,49,high_school,122186,unemployed,small_city,0
male,single,37,high_school,79594,unemployed,small_city,0
male,single,45,high_school,104355,unemployed,small_city,0
male,single,30,unknown,135894,skilled,big_city,1
male,non_single,30,high_school,103699,skilled,mid_size_city,0
male,non_single,47,university,132145,skilled,mid_size_city,2
male,single,29,unknown,117272,skilled,big_city,1
male,single,35,high_school,137932,skilled,small_city,1
male,non_single,22,high_school,63972,unemployed,small_city,0
female,non_single,26,high_school,113299,skilled,big_city,1
male,single,23,unknown,108540,unemployed,small_city,0
female,non_single,54,university,174424,management,big_city,2
male,non_single,29,high_school,154991,skilled,big_city,1
male,single,40,high_school,99723,unemployed,small_city,0
male,single,22,unknown,114584,skilled,big_city,1
male,single,43,high_school,135275,unemployed,small_city,0
female,non_single,29,high_school,41680,unemployed,small_city,0
male,single,36,high_school,158769,skilled,mid_size_city,1
female,non_single,33,high_school,120596,skilled,small_city,0
female,non_single,57,university,139641,unemployed,small_city,2
female,non_single,64,graduate_school,134377,skilled,small_city,2
male,single,42,high_school,125804,skilled,big_city,1
male,single,47,high_school,91858,unemployed,small_city,0
male,non_single,25,high_school,117641,skilled,big_city,1
male,single,49,high_school,188594,skilled,mid_size_city,1
male,single,33,high_school,162827,management,big_city,1
female,non_single,28,high_school,178991,management,big_city,1
male,single,26,unknown,159739,skilled,mid_size_city,1
male,single,30,unknown,73401,unemployed,small_city,0
female,non_single,25,high_school,100794,skilled,big_city,1
male,non_single,33,high_school,167763,skilled,mid_size_city,1
female,non_single,64,graduate_school,145174,skilled,small_city,2
male,single,29,unknown,176292,management,mid_size_city,1
male,single,48,high_school,94024,unemployed,small_city,0
male,single,37,high_school,93740,unemployed,small_city,0
male,single,34,high_school,85685,unemployed,small_city,0
male,non_single,23,high_school,69997,unemployed,small_city,0
male,single,30,unknown,151938,management,big_city,1
male,single,50,high_school,122830,skilled,mid_size_city,1
female,non_single,31,high_school,78489,unemployed,small_city,0
male,non_single,40,high_school,161999,management,mid_size_city,1
male,single,38,high_school,98032,skilled,big_city,1
male,single,23,unknown,96060,skilled,small_city,0
male,single,27,unknown,147968,skilled,mid_size_city,1
female,non_single,63,university,134853,skilled,mid_size_city,2
male,single,66,university,157576,management,big_city,2
male,non_single,43,university,203738,management,mid_size_city,2
male,non_single,44,university,280570,management,big_city,3
male,non_single,65,graduate_school,69487,unemployed,big_city,2
female,non_single,73,graduate_school,214126,management,mid_size_city,2
male,single,60,university,136671,skilled,mid_size_city,2
male,non_single,62,university,174337,skilled,mid_size_city,2
female,non_single,58,university,126710,skilled,mid_size_city,2
female,non_single,43,university,167139,management,big_city,2
male,single,64,university,122094,skilled,big_city,2
male,non_single,37,graduate_school,170113,management,big_city,2
female,non_single,46,university,192698,management,mid_size_city,2
male,non_single,57,university,144197,skilled,big_city,2
male,non_single,51,university,133623,skilled,mid_size_city,2
female,non_single,32,graduate_school,171052,management,big_city,2
male,single,64,university,130492,skilled,big_city,2
male,single,68,university,135705,skilled,mid_size_city,2
female,non_single,55,university,171804,management,big_city,2
male,single,73,university,192167,management,mid_size_city,2
female,non_single,34,graduate_school,134377,skilled,big_city,2
male,non_single,44,university,146716,skilled,mid_size_city,2
male,single,58,university,267872,skilled,mid_size_city,3
female,non_single,65,university,142193,unemployed,mid_size_city,2
female,non_single,56,university,183765,skilled,mid_size_city,2
female,non_single,42,university,218664,management,big_city,2
female,non_single,65,graduate_school,145174,skilled,big_city,2
male,single,72,university,224961,management,big_city,2
female,non_single,45,university,262634,management,big_city,3
male,single,68,university,287106,management,big_city,3
male,single,60,university,166298,management,mid_size_city,2
female,non_single,30,graduate_school,133328,unemployed,big_city,2
male,single,63,university,129798,skilled,mid_size_city,2
male,single,57,university,281084,management,mid_size_city,3
female,non_single,46,university,160678,skilled,big_city,2
female,non_single,70,graduate_school,167532,skilled,mid_size_city,2
male,single,65,university,178591,skilled,big_city,2
male,single,63,university,273063,management,big_city,3
male,non_single,54,university,149410,skilled,big_city,2
male,non_single,49,university,124658,skilled,big_city,2
female,non_single,64,university,153645,skilled,big_city,2
female,non_single,61,university,308529,management,big_city,3
female,non_single,57,university,155062,skilled,big_city,2
female,non_single,42,university,199654,skilled,big_city,2
male,single,62,university,124723,skilled,big_city,2
female,non_single,41,university,127752,skilled,big_city,2
female,non_single,51,university,157595,management,mid_size_city,2
female,non_single,38,university,135534,skilled,big_city,2
female,non_single,56,university,166264,management,big_city,2
female,non_single,43,university,147259,skilled,mid_size_city,2
female,non_single,48,university,161116,skilled,mid_size_city,2
male,single,61,university,139380,skilled,mid_size_city,2
male,non_single,48,university,213768,management,big_city,2
male,single,68,university,125903,skilled,big_city,2
female,non_single,62,university,163940,skilled,mid_size_city,2
female,non_single,56,university,173378,management,big_city,2
female,non_single,53,university,126847,skilled,mid_size_city,2
male,non_single,33,graduate_school,166712,skilled,big_city,2
female,non_single,60,university,189166,skilled,mid_size_city,2
female,non_single,47,university,161714,skilled,mid_size_city,2
male,non_single,25,graduate_school,214364,management,big_city,2
male,single,64,university,184680,skilled,mid_size_city,2
male,single,73,university,214732,management,mid_size_city,2
male,non_single,66,university,152527,skilled,mid_size_city,2
female,non_single,76,graduate_school,170366,management,mid_size_city,2
female,non_single,60,university,194532,management,mid_size_city,2
female,non_single,57,university,125883,skilled,big_city,2
male,non_single,30,graduate_school,131242,skilled,big_city,2
male,non_single,43,university,159880,management,mid_size_city,2
male,single,57,university,165519,skilled,big_city,2
male,non_single,51,university,149653,skilled,mid_size_city,2
female,non_single,61,university,134102,skilled,mid_size_city,2
male,single,64,university,159378,management,big_city,2
male,non_single,41,university,205476,management,mid_size_city,2
male,non_single,43,university,280566,management,big_city,3
male,non_single,67,graduate_school,71823,unemployed,big_city,2
female,non_single,71,graduate_school,211572,management,mid_size_city,2
male,single,59,university,136123,skilled,mid_size_city,2
male,non_single,60,university,176372,skilled,mid_size_city,2
female,non_single,60,university,128271,skilled,mid_size_city,2
female,non_single,45,university,169020,management,big_city,2
male,single,63,university,122267,skilled,big_city,2
male,non_single,38,graduate_school,169324,management,big_city,2
female,non_single,46,university,192561,management,mid_size_city,2
male,non_single,55,university,145781,skilled,big_city,2
male,non_single,50,university,135376,skilled,mid_size_city,2
female,non_single,30,graduate_school,169002,management,big_city,2
male,single,63,university,128469,skilled,big_city,2
male,single,67,university,135567,skilled,mid_size_city,2
female,non_single,54,university,170644,management,big_city,2
male,single,71,university,192360,management,mid_size_city,2
female,non_single,32,graduate_school,133235,skilled,big_city,2
female,non_single,45,university,260847,management,big_city,3
male,single,65,university,285647,management,big_city,3
male,single,62,university,164816,management,mid_size_city,2
female,non_single,28,graduate_school,130148,unemployed,big_city,2
male,single,65,university,129838,skilled,mid_size_city,2
male,single,57,university,281647,management,mid_size_city,3
female,non_single,48,university,157305,skilled,big_city,2
female,non_single,71,graduate_school,163654,skilled,mid_size_city,2
male,single,38,high_school,82398,skilled,mid_size_city,1
male,non_single,40,high_school,107710,skilled,mid_size_city,1
male,single,49,high_school,122346,skilled,mid_size_city,1
male,non_single,32,high_school,155540,management,mid_size_city,1
male,single,45,high_school,127572,skilled,mid_size_city,1
male,single,40,high_school,154031,management,mid_size_city,1
male,single,66,university,164931,management,big_city,2
male,single,38,high_school,123003,skilled,big_city,1
male,non_single,20,high_school,89605,skilled,mid_size_city,0
male,single,48,high_school,117721,skilled,mid_size_city,1
male,non_single,46,university,168904,management,mid_size_city,2
male,single,32,high_school,137576,management,big_city,1
male,single,54,high_school,111274,skilled,mid_size_city,1
male,non_single,24,high_school,94249,management,big_city,1
male,non_single,27,high_school,180940,management,mid_size_city,1
male,single,57,high_school,125032,skilled,big_city,1
male,single,38,high_school,138011,management,mid_size_city,1
male,single,40,high_school,144850,skilled,mid_size_city,1
male,non_single,20,high_school,107270,skilled,big_city,1
male,single,36,high_school,113405,management,big_city,1
male,single,47,high_school,137338,skilled,big_city,1
male,single,64,university,125119,unemployed,big_city,2
male,single,42,high_school,159745,management,big_city,1
male,single,44,high_school,181262,management,big_city,3
male,non_single,30,high_school,90500,management,big_city,1
male,single,37,high_school,102733,skilled,mid_size_city,1
male,single,42,high_school,135493,skilled,big_city,1
male,non_single,62,university,169044,skilled,mid_size_city,2
male,single,49,high_school,178549,skilled,big_city,1
male,single,52,high_school,159716,skilled,big_city,1
male,non_single,36,high_school,170118,management,mid_size_city,1
male,single,49,high_school,143886,unemployed,mid_size_city,1
male,single,42,high_school,130164,management,big_city,1
male,single,38,high_school,114476,skilled,mid_size_city,1
male,single,50,high_school,126143,skilled,mid_size_city,1
male,non_single,34,high_school,129654,management,big_city,1
male,single,43,high_school,123202,skilled,big_city,1
male,single,40,high_school,160524,skilled,mid_size_city,1
male,single,56,university,126906,skilled,mid_size_city,2
male,single,41,high_school,143994,management,big_city,1
male,non_single,30,high_school,123517,management,big_city,1
male,non_single,28,high_school,129055,skilled,big_city,1
male,single,64,university,136312,unemployed,big_city,2
